Generation,Genome ID,Fitness
1,103,0.1
1,157,0.1
1,165,0.1
1,166,0.1
1,167,0.1
1,168,0.1
1,169,0.1
1,170,0.1
1,171,0.1
1,172,0.1
1,173,0.1
1,174,0.1
1,175,0.1
1,176,0.1
1,177,0.1
1,178,0.1
1,179,0.1
1,180,0.1
1,181,0.1
1,182,0.1
2,103,0.2
2,157,0.2
2,165,0.2
2,166,0.2
2,167,0.2
2,168,0.2
2,169,0.2
2,170,0.2
2,171,0.2
2,172,0.2
2,173,0.2
2,174,0.2
2,175,0.2
2,176,0.2
2,177,0.2
2,178,0.2
2,179,0.2
2,180,0.2
2,181,0.2
2,182,0.2
3,103,0.30000000000000004
3,157,0.30000000000000004
3,165,0.30000000000000004
3,166,0.30000000000000004
3,167,0.30000000000000004
3,168,0.30000000000000004
3,169,0.30000000000000004
3,170,0.30000000000000004
3,171,0.30000000000000004
3,172,0.30000000000000004
3,173,0.30000000000000004
3,174,0.30000000000000004
3,175,0.30000000000000004
3,176,0.30000000000000004
3,177,0.30000000000000004
3,178,0.30000000000000004
3,179,0.30000000000000004
3,180,0.30000000000000004
3,181,0.30000000000000004
3,182,0.30000000000000004
4,103,0.4
4,157,0.4
4,165,0.4
4,166,0.4
4,167,0.4
4,168,0.4
4,169,0.4
4,170,0.4
4,171,0.4
4,172,0.4
4,173,0.4
4,174,0.4
4,175,0.4
4,176,0.4
4,177,0.4
4,178,0.4
4,179,0.4
4,180,0.4
4,181,0.4
4,182,0.4
5,103,0.5
5,157,0.5
5,165,0.5
5,166,0.5
5,167,0.5
5,168,0.5
5,169,0.5
5,170,0.5
5,171,0.5
5,172,0.5
5,173,0.5
5,174,0.5
5,175,0.5
5,176,0.5
5,177,0.5
5,178,0.5
5,179,0.5
5,180,0.5
5,181,0.5
5,182,0.5
6,103,0.6
6,157,0.6
6,165,0.6
6,166,0.6
6,167,0.6
6,168,0.6
6,169,0.6
6,170,0.6
6,171,0.6
6,172,0.6
6,173,0.6
6,174,0.6
6,175,0.6
6,176,0.6
6,177,0.6
6,178,0.6
6,179,0.6
6,180,0.6
6,181,0.6
6,182,0.6
7,103,0.7
7,157,0.7
7,165,0.7
7,166,0.7
7,167,0.7
7,168,0.7
7,169,0.7
7,170,0.7
7,171,0.7
7,172,0.7
7,173,0.7
7,174,0.7
7,175,0.7
7,176,0.7
7,177,0.7
7,178,0.7
7,179,0.7
7,180,0.7
7,181,0.7
7,182,0.7
8,103,0.7999999999999999
8,157,0.7999999999999999
8,165,0.7999999999999999
8,166,0.7999999999999999
8,167,0.7999999999999999
8,168,0.7999999999999999
8,169,0.7999999999999999
8,170,0.7999999999999999
8,171,0.7999999999999999
8,172,0.7999999999999999
8,173,0.7999999999999999
8,174,0.7999999999999999
8,175,0.7999999999999999
8,176,0.7999999999999999
8,177,0.7999999999999999
8,178,0.7999999999999999
8,179,0.7999999999999999
8,180,0.7999999999999999
8,181,0.7999999999999999
8,182,0.7999999999999999
9,103,0.8999999999999999
9,157,0.8999999999999999
9,165,0.8999999999999999
9,166,0.8999999999999999
9,167,0.8999999999999999
9,168,0.8999999999999999
9,169,0.8999999999999999
9,170,0.8999999999999999
9,171,0.8999999999999999
9,172,0.8999999999999999
9,173,0.8999999999999999
9,174,0.8999999999999999
9,175,0.8999999999999999
9,176,0.8999999999999999
9,177,0.8999999999999999
9,178,0.8999999999999999
9,179,0.8999999999999999
9,180,0.8999999999999999
9,181,0.8999999999999999
9,182,0.8999999999999999
10,103,0.9999999999999999
10,157,0.9999999999999999
10,165,0.9999999999999999
10,166,0.9999999999999999
10,167,0.9999999999999999
10,168,0.9999999999999999
10,169,0.9999999999999999
10,170,0.9999999999999999
10,171,0.9999999999999999
10,172,0.9999999999999999
10,173,0.9999999999999999
10,174,0.9999999999999999
10,175,0.9999999999999999
10,176,0.9999999999999999
10,177,0.9999999999999999
10,178,0.9999999999999999
10,179,0.9999999999999999
10,180,0.9999999999999999
10,181,0.9999999999999999
10,182,0.9999999999999999
11,103,1.0999999999999999
11,157,1.0999999999999999
11,165,1.0999999999999999
11,166,1.0999999999999999
11,167,1.0999999999999999
11,168,1.0999999999999999
11,169,1.0999999999999999
11,170,1.0999999999999999
11,171,1.0999999999999999
11,172,1.0999999999999999
11,173,1.0999999999999999
11,174,1.0999999999999999
11,175,1.0999999999999999
11,176,1.0999999999999999
11,177,1.0999999999999999
11,178,1.0999999999999999
11,179,1.0999999999999999
11,180,1.0999999999999999
11,181,1.0999999999999999
11,182,1.0999999999999999
12,103,1.2
12,157,1.2
12,165,1.2
12,166,1.2
12,167,1.2
12,168,1.2
12,169,1.2
12,170,1.2
12,171,1.2
12,172,1.2
12,173,1.2
12,174,1.2
12,175,1.2
12,176,1.2
12,177,1.2
12,178,1.2
12,179,1.2
12,180,1.2
12,181,1.2
12,182,1.2
13,103,1.3
13,157,1.3
13,165,1.3
13,166,1.3
13,167,1.3
13,168,1.3
13,169,1.3
13,170,1.3
13,171,1.3
13,172,1.3
13,173,1.3
13,174,1.3
13,175,1.3
13,176,1.3
13,177,1.3
13,178,1.3
13,179,1.3
13,180,1.3
13,181,1.3
13,182,1.3
14,103,1.4000000000000001
14,157,1.4000000000000001
14,165,1.4000000000000001
14,166,1.4000000000000001
14,167,1.4000000000000001
14,168,1.4000000000000001
14,169,1.4000000000000001
14,170,1.4000000000000001
14,171,1.4000000000000001
14,172,1.4000000000000001
14,173,1.4000000000000001
14,174,1.4000000000000001
14,175,1.4000000000000001
14,176,1.4000000000000001
14,177,1.4000000000000001
14,178,1.4000000000000001
14,179,1.4000000000000001
14,180,1.4000000000000001
14,181,1.4000000000000001
14,182,1.4000000000000001
15,103,1.5000000000000002
15,157,1.5000000000000002
15,165,1.5000000000000002
15,166,1.5000000000000002
15,167,1.5000000000000002
15,168,1.5000000000000002
15,169,1.5000000000000002
15,170,1.5000000000000002
15,171,1.5000000000000002
15,172,1.5000000000000002
15,173,1.5000000000000002
15,174,1.5000000000000002
15,175,1.5000000000000002
15,176,1.5000000000000002
15,177,1.5000000000000002
15,178,1.5000000000000002
15,179,1.5000000000000002
15,180,1.5000000000000002
15,181,1.5000000000000002
15,182,1.5000000000000002
16,103,1.6000000000000003
16,157,1.6000000000000003
16,165,1.6000000000000003
16,166,1.6000000000000003
16,167,1.6000000000000003
16,168,1.6000000000000003
16,169,1.6000000000000003
16,170,1.6000000000000003
16,171,1.6000000000000003
16,172,1.6000000000000003
16,173,1.6000000000000003
16,174,1.6000000000000003
16,175,1.6000000000000003
16,176,1.6000000000000003
16,177,1.6000000000000003
16,178,1.6000000000000003
16,179,1.6000000000000003
16,180,1.6000000000000003
16,181,1.6000000000000003
16,182,1.6000000000000003
17,103,1.7000000000000004
17,157,1.7000000000000004
17,165,1.7000000000000004
17,166,1.7000000000000004
17,167,1.7000000000000004
17,168,1.7000000000000004
17,169,1.7000000000000004
17,170,1.7000000000000004
17,171,1.7000000000000004
17,172,1.7000000000000004
17,173,1.7000000000000004
17,174,1.7000000000000004
17,175,1.7000000000000004
17,176,1.7000000000000004
17,177,1.7000000000000004
17,178,1.7000000000000004
17,179,1.7000000000000004
17,180,1.7000000000000004
17,181,1.7000000000000004
17,182,1.7000000000000004
18,103,1.8000000000000005
18,157,1.8000000000000005
18,165,1.8000000000000005
18,166,1.8000000000000005
18,167,1.8000000000000005
18,168,1.8000000000000005
18,169,1.8000000000000005
18,170,1.8000000000000005
18,171,1.8000000000000005
18,172,1.8000000000000005
18,173,1.8000000000000005
18,174,1.8000000000000005
18,175,1.8000000000000005
18,176,1.8000000000000005
18,177,1.8000000000000005
18,178,1.8000000000000005
18,179,1.8000000000000005
18,180,1.8000000000000005
18,181,1.8000000000000005
18,182,1.8000000000000005
19,103,1.9000000000000006
19,157,1.9000000000000006
19,165,1.9000000000000006
19,166,1.9000000000000006
19,167,1.9000000000000006
19,168,1.9000000000000006
19,169,1.9000000000000006
19,170,1.9000000000000006
19,171,1.9000000000000006
19,172,1.9000000000000006
19,173,1.9000000000000006
19,174,1.9000000000000006
19,175,1.9000000000000006
19,176,1.9000000000000006
19,177,1.9000000000000006
19,178,1.9000000000000006
19,179,1.9000000000000006
19,180,1.9000000000000006
19,181,1.9000000000000006
19,182,1.9000000000000006
20,103,2.0000000000000004
20,157,2.0000000000000004
20,165,2.0000000000000004
20,166,2.0000000000000004
20,167,2.0000000000000004
20,168,2.0000000000000004
20,169,2.0000000000000004
20,170,2.0000000000000004
20,171,2.0000000000000004
20,172,2.0000000000000004
20,173,2.0000000000000004
20,174,2.0000000000000004
20,175,2.0000000000000004
20,176,2.0000000000000004
20,177,2.0000000000000004
20,178,2.0000000000000004
20,179,2.0000000000000004
20,180,2.0000000000000004
20,181,2.0000000000000004
20,182,2.0000000000000004
21,103,2.1000000000000005
21,157,2.1000000000000005
21,165,2.1000000000000005
21,166,2.1000000000000005
21,167,2.1000000000000005
21,168,2.1000000000000005
21,169,2.1000000000000005
21,170,2.1000000000000005
21,171,2.1000000000000005
21,172,2.1000000000000005
21,173,2.1000000000000005
21,174,2.1000000000000005
21,175,2.1000000000000005
21,176,2.1000000000000005
21,177,2.1000000000000005
21,178,2.1000000000000005
21,179,2.1000000000000005
21,180,2.1000000000000005
21,181,2.1000000000000005
21,182,2.1000000000000005
22,103,2.2000000000000006
22,157,2.2000000000000006
22,165,2.2000000000000006
22,166,2.2000000000000006
22,167,2.2000000000000006
22,168,2.2000000000000006
22,169,2.2000000000000006
